NC_025351.1_orf:2_3	f760a095190c90758c0a8aa16ad7c67e	361	Pfam	PF00661	Viral matrix protein	28	358	2.0E-127	T	09-04-2018	IPR000982	Viral matrix protein
NC_019712.1_orf:1_1	fc9cc10e3ac7c7a81d6560f0b2830d24	1948	Pfam	PF00680	RNA dependent RNA polymerase	1451	1919	4.4E-125	T	09-04-2018	IPR001205	RNA-directed RNA polymerase,  C-terminal domain
NC_019712.1_orf:1_1	fc9cc10e3ac7c7a81d6560f0b2830d24	1948	Pfam	PF03510	2C endopeptidase (C24) cysteine protease family	1277	1381	1.5E-26	T	09-04-2018	IPR000317	Peptidase C24, Calicivirus polyprotein Orf1
NC_019712.1_orf:1_1	fc9cc10e3ac7c7a81d6560f0b2830d24	1948	Pfam	PF05416	Southampton virus-type processing peptidase	1129	1183	3.7E-6	T	09-04-2018	IPR001665	Norovirus peptidase C37
NC_029053.1_orf:0_1	c4709c5b480e285fab691b896ba6abb4	2058	Pfam	PF05412	Equine arterivirus Nsp2-type cysteine proteinase	564	662	2.5E-9	T	09-04-2018	IPR008743	Arterivirus Nsp2, peptidase C33
NC_029053.1_orf:0_1	c4709c5b480e285fab691b896ba6abb4	2058	Pfam	PF05579	Equine arteritis virus serine endopeptidase S32	1337	1620	1.5E-104	T	09-04-2018	IPR008760	Equine arteritis virus peptidase S32
NC_029053.1_orf:0_1	c4709c5b480e285fab691b896ba6abb4	2058	Pfam	PF16749	Arterivirus nonstructural protein 7 alpha	1800	1926	1.8E-41	T	09-04-2018	IPR031932	Arterivirus nonstructural protein 7 alpha
NC_029053.1_orf:0_1	c4709c5b480e285fab691b896ba6abb4	2058	Pfam	PF05411	Equine arteritis virus putative proteinase	245	358	6.6E-33	T	09-04-2018	IPR025773	Arterivirus papain-like cysteine protease beta (PCPbeta) domain
NC_025474.1_orf:1_1	442028c5a63180e9a785e0f86c5fcbd3	2196	Pfam	PF00548	3C cysteine protease (picornain 3C)	1564	1707	2.9E-24	T	09-04-2018	IPR000199	Peptidase C3A/C3B, picornaviral
NC_025474.1_orf:1_1	442028c5a63180e9a785e0f86c5fcbd3	2196	Pfam	PF06363	Picornaviridae P3A protein	1442	1491	7.0E-7	T	09-04-2018	IPR009419	Viral polyprotein, parechovirus P3A
NC_025474.1_orf:1_1	442028c5a63180e9a785e0f86c5fcbd3	2196	Pfam	PF00680	RNA dependent RNA polymerase	1739	2174	2.5E-62	T	09-04-2018	IPR001205	RNA-directed RNA polymerase,  C-terminal domain
NC_025474.1_orf:1_1	442028c5a63180e9a785e0f86c5fcbd3	2196	Pfam	PF00910	RNA helicase	1209	1312	5.8E-26	T	09-04-2018	IPR000605	Helicase, superfamily 3, single-stranded DNA/RNA virus
NC_025474.1_orf:1_1	442028c5a63180e9a785e0f86c5fcbd3	2196	Pfam	PF00073	picornavirus capsid protein	390	469	6.8E-10	T	09-04-2018	IPR001676	Picornavirus capsid
NC_025474.1_orf:1_1	442028c5a63180e9a785e0f86c5fcbd3	2196	Pfam	PF00073	picornavirus capsid protein	141	221	6.0E-8	T	09-04-2018	IPR001676	Picornavirus capsid
NC_007366.1_orf:2_1	e181c711ab23bf54739d5f3e051b372a	575	Pfam	PF00509	Haemagglutinin	38	575	2.6E-157	T	09-04-2018	IPR001364	Haemagglutinin, influenzavirus A/B
NC_036583.1_orf:0_1	f0f55f9dac897b3b295db3da440896c2	913	Pfam	PF13365	Trypsin-like peptidase domain	454	573	1.1E-8	T	09-04-2018	fuck	EMBL-EBI
NC_009020.1_orf:2_1	1188aae39d67406c1bd112274d5d12d9	4505	Pfam	PF11633	Single-stranded poly(A) binding domain	1425	1498	9.8E-11	T	09-04-2018	IPR024375	Non-structural protein 3, coronavirus single-stranded poly(A) binding domain
NC_009020.1_orf:2_1	1188aae39d67406c1bd112274d5d12d9	4505	Pfam	PF08710	nsp9 replicase	4243	4352	5.1E-37	T	09-04-2018	IPR014822	NSP9 replicase
NC_009020.1_orf:2_1	1188aae39d67406c1bd112274d5d12d9	4505	Pfam	PF09401	RNA synthesis protein NSP10	4362	4482	3.8E-56	T	09-04-2018	IPR018995	RNA synthesis protein NSP10, coronavirus
NC_009020.1_orf:2_1	1188aae39d67406c1bd112274d5d12d9	4505	Pfam	PF16251	Nucleic acid-binding domain (NAR)	1937	2042	4.7E-13	T	09-04-2018	IPR032592	Replicase polyprotein, nucleic acid-binding domain (NAR)
NC_009020.1_orf:2_1	1188aae39d67406c1bd112274d5d12d9	4505	Pfam	PF08716	nsp7 replicase	3961	4043	3.3E-29	T	09-04-2018	IPR014828	Non structural protein 7
NC_009020.1_orf:2_1	1188aae39d67406c1bd112274d5d12d9	4505	Pfam	PF16348	Coronavirus nonstructural protein 4 C-terminus	3270	3360	5.6E-31	T	09-04-2018	IPR032505	Coronavirus nonstructural protein 4, C-terminal
NC_009020.1_orf:2_1	1188aae39d67406c1bd112274d5d12d9	4505	Pfam	PF08717	nsp8 replicase	4046	4242	4.1E-74	T	09-04-2018	IPR014829	NSP8 replicase
NC_009020.1_orf:2_1	1188aae39d67406c1bd112274d5d12d9	4505	Pfam	PF05409	Coronavirus  endopeptidase C30	3391	3681	2.9E-112	T	09-04-2018	IPR008740	Peptidase C30, Coronavirus endopeptidase
NC_009020.1_orf:2_1	1188aae39d67406c1bd112274d5d12d9	4505	Pfam	PF08715	Papain like viral protease	1583	1900	1.1E-52	T	09-04-2018	IPR014827	Papain-like viral protease
NC_009020.1_orf:2_1	1188aae39d67406c1bd112274d5d12d9	4505	Pfam	PF01661	Macro domain	1243	1345	9.4E-16	T	09-04-2018	IPR002589	Macro domain
NC_005039.1_orf:0_1	083d19653534b8231ddfdc3d9df13ba7	3438	Pfam	PF00869	Flavivirus glycoprotein, central and dimerisation domains	311	600	8.1E-97	T	09-04-2018	IPR011998	Flavivirus  glycoprotein central and dimerisation domain
NC_005039.1_orf:0_1	083d19653534b8231ddfdc3d9df13ba7	3438	Pfam	PF00948	Flavivirus non-structural Protein NS1	801	1155	5.6E-146	T	09-04-2018	IPR001157	Flavivirus non-structural protein NS1
NC_005039.1_orf:0_1	083d19653534b8231ddfdc3d9df13ba7	3438	Pfam	PF01570	Flavivirus polyprotein propeptide	159	233	5.9E-22	T	09-04-2018	IPR002535	Flavivirus polyprotein propeptide
NC_005039.1_orf:0_1	083d19653534b8231ddfdc3d9df13ba7	3438	Pfam	PF01728	FtsJ-like methyltransferase	2587	2756	8.3E-10	T	09-04-2018	IPR002877	Ribosomal RNA methyltransferase FtsJ domain
NC_005039.1_orf:0_1	083d19653534b8231ddfdc3d9df13ba7	3438	Pfam	PF00972	Flavivirus RNA-directed RNA polymerase	2785	3426	1.2E-302	T	09-04-2018	IPR000208	RNA-directed RNA polymerase, flavivirus
NC_005039.1_orf:0_1	083d19653534b8231ddfdc3d9df13ba7	3438	Pfam	PF01349	Flavivirus non-structural protein NS4B	2279	2525	4.1E-72	T	09-04-2018	IPR001528	Flavivirus non-structural protein NS4B
NC_005039.1_orf:0_1	083d19653534b8231ddfdc3d9df13ba7	3438	Pfam	PF01350	Flavivirus non-structural protein NS4A	2134	2273	6.5E-33	T	09-04-2018	IPR000404	Flavivirus non-structural protein NS4A
NC_005039.1_orf:0_1	083d19653534b8231ddfdc3d9df13ba7	3438	Pfam	PF01002	Flavivirus non-structural protein NS2B	1385	1509	4.4E-29	T	09-04-2018	IPR000487	Flavivirus non-structural protein NS2B
NC_005039.1_orf:0_1	083d19653534b8231ddfdc3d9df13ba7	3438	Pfam	PF01005	Flavivirus non-structural protein NS2A	1164	1346	6.4E-11	T	09-04-2018	IPR000752	Flavivirus non-structural protein NS2A
NC_005039.1_orf:0_1	083d19653534b8231ddfdc3d9df13ba7	3438	Pfam	PF01004	Flavivirus envelope glycoprotein M	236	309	2.1E-21	T	09-04-2018	IPR000069	Envelope glycoprotein M, flavivirus
NC_005039.1_orf:0_1	083d19653534b8231ddfdc3d9df13ba7	3438	Pfam	PF07652	Flavivirus DEAD domain	1696	1841	1.1E-66	T	09-04-2018	IPR011492	DEAD box, Flavivirus
NC_005039.1_orf:0_1	083d19653534b8231ddfdc3d9df13ba7	3438	Pfam	PF02832	Flavivirus glycoprotein, immunoglobulin-like domain	603	697	4.4E-29	T	09-04-2018	IPR027287	Flavivirus glycoprotein E, immunoglobulin-like domain
NC_005039.1_orf:0_1	083d19653534b8231ddfdc3d9df13ba7	3438	Pfam	PF01003	Flavivirus capsid protein C	42	138	3.2E-9	T	09-04-2018	IPR001122	Flavivirus capsid protein C
NC_005039.1_orf:0_1	083d19653534b8231ddfdc3d9df13ba7	3438	Pfam	PF00949	Peptidase S7, Flavivirus NS3 serine protease	1532	1680	2.5E-34	T	09-04-2018	IPR001850	Flavivirus NS3, petidase S7
NC_034833.1_orf:2_3	ef02f96a14db522f2270e4ced1fc574d	202	Pfam	PF05892	Trichovirus coat protein	11	202	4.3E-51	T	09-04-2018	IPR008879	Coat protein, trichovirus/vitivirus
NC_006558.1_orf:2_6	1856ecfa74655ef8a58cc79ac1c3fef9	1260	Pfam	PF01589	Alphavirus E1 glycoprotein	757	1260	5.4E-284	T	09-04-2018	IPR002548	Alphavirus E1 glycoprotein
NC_006558.1_orf:2_6	1856ecfa74655ef8a58cc79ac1c3fef9	1260	Pfam	PF01563	Alphavirus E3 glycoprotein	281	339	3.6E-31	T	09-04-2018	IPR002533	Alphavirus E3 spike glycoprotein
NC_006558.1_orf:2_6	1856ecfa74655ef8a58cc79ac1c3fef9	1260	Pfam	PF00944	Alphavirus core protein	120	276	2.6E-95	T	09-04-2018	IPR000930	Peptidase S3, togavirin
NC_006558.1_orf:2_6	1856ecfa74655ef8a58cc79ac1c3fef9	1260	Pfam	PF00943	Alphavirus E2 glycoprotein	353	755	9.7E-195	T	09-04-2018	IPR000936	Alphavirus E2 glycoprotein
NC_003679.1_orf:0_1	c1aedaf7b7cf70bb36fb0e85b9004f03	3904	Pfam	PF07652	Flavivirus DEAD domain	1813	1953	2.1E-9	T	09-04-2018	IPR011492	DEAD box, Flavivirus
NC_003679.1_orf:0_1	c1aedaf7b7cf70bb36fb0e85b9004f03	3904	Pfam	PF00271	Helicase conserved C-terminal domain	1989	2105	1.0E-7	T	09-04-2018	IPR001650	Helicase, C-terminal
NC_003679.1_orf:0_1	c1aedaf7b7cf70bb36fb0e85b9004f03	3904	Pfam	PF11889	Domain of unknown function (DUF3409)	185	235	9.5E-23	T	09-04-2018	IPR021824	Capsid protein C, pestivirus
NC_003679.1_orf:0_1	c1aedaf7b7cf70bb36fb0e85b9004f03	3904	Pfam	PF12387	Pestivirus NS2 peptidase	1329	1528	3.3E-95	T	09-04-2018	IPR022120	Pestivirus nonstructural protein 2
NC_003679.1_orf:0_1	c1aedaf7b7cf70bb36fb0e85b9004f03	3904	Pfam	PF05578	Pestivirus NS3 polyprotein peptidase S31	1596	1806	1.4E-138	T	09-04-2018	IPR000280	Pestivirus NS3, peptidase S31
NC_003679.1_orf:0_1	c1aedaf7b7cf70bb36fb0e85b9004f03	3904	Pfam	PF00998	Viral RNA dependent RNA polymerase	3466	3692	8.2E-24	T	09-04-2018	IPR002166	RNA dependent RNA polymerase, hepatitis C virus
NC_003679.1_orf:0_1	c1aedaf7b7cf70bb36fb0e85b9004f03	3904	Pfam	PF05550	Pestivirus Npro endopeptidase C53	10	177	4.7E-83	T	09-04-2018	IPR008751	Peptidase C53, pestivirus Npro
NC_003679.1_orf:0_1	c1aedaf7b7cf70bb36fb0e85b9004f03	3904	Pfam	PF16329	Pestivirus envelope glycoprotein E2	702	1069	3.6E-158	T	09-04-2018	IPR032521	Pestivirus envelope glycoprotein E2
NC_034462.1_orf:2_1	713e0d022172c883e2d6eb90f1632ced	2134	Pfam	PF04196	Bunyavirus RNA dependent RNA polymerase	977	1246	1.1E-10	T	09-04-2018	IPR007322	RNA-dependent RNA polymerase, bunyaviral
NC_014127.1_orf:1_2	79614f792328e21aa076977c8f25b0d5	189	Pfam	PF00983	Tymovirus coat protein	31	173	1.4E-25	T	09-04-2018	IPR000574	Tymovirus coat protein
NC_002351.1_orf:2_1	2a06573b3a7c8aa361541e48341a09ea	1315	Pfam	PF01443	Viral (Superfamily 1) RNA helicase	1021	1284	1.1E-55	T	09-04-2018	IPR027351	(+) RNA virus helicase core domain
NC_002351.1_orf:2_1	2a06573b3a7c8aa361541e48341a09ea	1315	Pfam	PF08456	Viral methyltransferase C-terminal	461	667	7.1E-66	T	09-04-2018	IPR013664	Viral methyltransferase, C-terminal domain
NC_002351.1_orf:2_1	2a06573b3a7c8aa361541e48341a09ea	1315	Pfam	PF01660	Viral methyltransferase	68	458	3.8E-81	T	09-04-2018	IPR002588	Alphavirus-like methyltransferase (MT) domain
NC_025388.1_orf:1_2	1012e43e8e95d6e80f1acc450d5636a1	115	Pfam	PF01307	Plant viral movement protein	7	107	4.8E-31	T	09-04-2018	IPR001896	Plant virus coat protein
NC_028902.1_orf:0_4	bb5e2a6beab7cc82a493b5fee5fe41ef	591	Pfam	PF03431	RNA replicase, beta-chain	25	570	2.1E-238	T	09-04-2018	IPR005093	RNA-directed RNA polymerase beta-chain
NC_003985.1_orf:2_1	bb6bac9c5080db102ba77098dd2602e2	2247	Pfam	PF00548	3C cysteine protease (picornain 3C)	1597	1771	1.6E-15	T	09-04-2018	IPR000199	Peptidase C3A/C3B, picornaviral
NC_003985.1_orf:2_1	bb6bac9c5080db102ba77098dd2602e2	2247	Pfam	PF08935	Viral protein VP4 subunit	130	202	5.2E-30	T	09-04-2018	IPR015031	Capsid protein VP4, Picornavirus
NC_003985.1_orf:2_1	bb6bac9c5080db102ba77098dd2602e2	2247	Pfam	PF00073	picornavirus capsid protein	250	448	5.5E-23	T	09-04-2018	IPR001676	Picornavirus capsid
NC_003985.1_orf:2_1	bb6bac9c5080db102ba77098dd2602e2	2247	Pfam	PF00073	picornavirus capsid protein	544	646	4.0E-12	T	09-04-2018	IPR001676	Picornavirus capsid
NC_003985.1_orf:2_1	bb6bac9c5080db102ba77098dd2602e2	2247	Pfam	PF12337	Protein of unknown function (DUF3637)	44	110	8.1E-49	T	09-04-2018	IPR022098	Protein of unknown function DUF3637
NC_003985.1_orf:2_1	bb6bac9c5080db102ba77098dd2602e2	2247	Pfam	PF00910	RNA helicase	1267	1368	2.4E-26	T	09-04-2018	IPR000605	Helicase, superfamily 3, single-stranded DNA/RNA virus
NC_003985.1_orf:2_1	bb6bac9c5080db102ba77098dd2602e2	2247	Pfam	PF00680	RNA dependent RNA polymerase	1810	2232	1.8E-68	T	09-04-2018	IPR001205	RNA-directed RNA polymerase,  C-terminal domain
NC_027527.1_orf:0_1	43671d69e6b4f204f0c0bf81c8c13599	1915	Pfam	PF01660	Viral methyltransferase	50	356	8.4E-74	T	09-04-2018	IPR002588	Alphavirus-like methyltransferase (MT) domain
NC_027527.1_orf:0_1	43671d69e6b4f204f0c0bf81c8c13599	1915	Pfam	PF01443	Viral (Superfamily 1) RNA helicase	1097	1363	8.0E-13	T	09-04-2018	IPR027351	(+) RNA virus helicase core domain
NC_027527.1_orf:0_1	43671d69e6b4f204f0c0bf81c8c13599	1915	Pfam	PF05379	Carlavirus endopeptidase	928	1013	1.5E-7	T	09-04-2018	IPR008041	Peptidase C23
NC_027527.1_orf:0_1	43671d69e6b4f204f0c0bf81c8c13599	1915	Pfam	PF00978	RNA dependent RNA polymerase	1489	1896	2.5E-54	T	09-04-2018	IPR001788	Tymovirus, RNA-dependent RNA polymerase
NC_005215.1_orf:0_1	9be88f56fcda201617e6f44b318ef905	1144	Pfam	PF01567	Hantavirus glycoprotein G1	25	550	9.9E-183	T	09-04-2018	IPR002534	Hantavirus glycoprotein G1
NC_005215.1_orf:0_1	9be88f56fcda201617e6f44b318ef905	1144	Pfam	PF10538	Immunoreceptor tyrosine-based activation motif	619	641	2.1E-13	T	09-04-2018	IPR012316	ITAM motif, hantavirus type
NC_005215.1_orf:0_1	9be88f56fcda201617e6f44b318ef905	1144	Pfam	PF01561	Hantavirus glycoprotein G2	660	1141	1.0E-290	T	09-04-2018	IPR002532	Hantavirus glycoprotein G2
NC_007216.1_orf:2_1	658c54ca79d624a7255ed03f2951619a	3105	Pfam	PF01577	Potyvirus P1 protease	98	330	9.3E-44	T	09-04-2018	IPR002540	Peptidase S30, polyprotein P1, potyvirus
NC_007216.1_orf:2_1	658c54ca79d624a7255ed03f2951619a	3105	Pfam	PF00680	RNA dependent RNA polymerase	2329	2790	1.5E-96	T	09-04-2018	IPR001205	RNA-directed RNA polymerase,  C-terminal domain
NC_007216.1_orf:2_1	658c54ca79d624a7255ed03f2951619a	3105	Pfam	PF13608	Protein P3 of Potyviral polyprotein	801	1238	3.2E-61	T	09-04-2018	fuck	EMBL-EBI
NC_007216.1_orf:2_1	658c54ca79d624a7255ed03f2951619a	3105	Pfam	PF00863	Peptidase family C4	2064	2295	2.3E-56	T	09-04-2018	IPR001730	Potyvirus NIa protease (NIa-pro) domain
NC_007216.1_orf:2_1	658c54ca79d624a7255ed03f2951619a	3105	Pfam	PF00271	Helicase conserved C-terminal domain	1433	1546	5.4E-10	T	09-04-2018	IPR001650	Helicase, C-terminal
NC_007216.1_orf:2_1	658c54ca79d624a7255ed03f2951619a	3105	Pfam	PF00851	Helper component proteinase	356	788	5.2E-111	T	09-04-2018	IPR001456	Helper component proteinase
NC_007216.1_orf:2_1	658c54ca79d624a7255ed03f2951619a	3105	Pfam	PF07652	Flavivirus DEAD domain	1286	1401	3.7E-6	T	09-04-2018	IPR011492	DEAD box, Flavivirus
NC_007216.1_orf:2_1	658c54ca79d624a7255ed03f2951619a	3105	Pfam	PF00767	Potyvirus coat protein	2871	3100	6.1E-86	T	09-04-2018	IPR001592	Potyvirus coat protein
NC_007216.1_orf:2_1	658c54ca79d624a7255ed03f2951619a	3105	Pfam	PF08440	Potyviridae polyprotein	1572	1842	5.5E-65	T	09-04-2018	IPR013648	Polyprotein, Potyviridae
NC_009826.1_orf:0_1	8d64625874db94d5bbd45169e8802dda	3028	Pfam	PF01543	Hepatitis C virus capsid protein	16	128	7.6E-55	T	09-04-2018	IPR002522	Hepatitis C virus core protein, N-terminal
NC_009826.1_orf:0_1	8d64625874db94d5bbd45169e8802dda	3028	Pfam	PF01001	Hepatitis C virus non-structural protein NS4b	1744	1936	1.1E-81	T	09-04-2018	IPR001490	Hepatitis C virus non-structural protein NS4b
NC_009826.1_orf:0_1	8d64625874db94d5bbd45169e8802dda	3028	Pfam	PF01560	Hepatitis C virus non-structural protein E2/NS1	400	744	5.7E-203	T	09-04-2018	IPR002531	Hepatitis C virus non-structural protein E2/NS1
NC_009826.1_orf:0_1	8d64625874db94d5bbd45169e8802dda	3028	Pfam	PF01506	Hepatitis C virus non-structural 5a protein membrane anchor	1989	2011	9.2E-10	T	09-04-2018	IPR002868	Hepatitis C virus non-structural 5a protein
NC_009826.1_orf:0_1	8d64625874db94d5bbd45169e8802dda	3028	Pfam	PF12941	HCV NS5a protein C-terminal region	2194	2437	6.4E-91	T	09-04-2018	IPR024350	Hepatitus C virus, NS5a, C-terminal
NC_009826.1_orf:0_1	8d64625874db94d5bbd45169e8802dda	3028	Pfam	PF02907	Hepatitis C virus NS3 protease	1071	1218	1.4E-72	T	09-04-2018	IPR004109	Peptidase S29, hepatitis C virus NS3 protease
NC_009826.1_orf:0_1	8d64625874db94d5bbd45169e8802dda	3028	Pfam	PF01006	Hepatitis C virus non-structural protein NS4a	1673	1726	2.9E-22	T	09-04-2018	IPR000745	Hepatitis C virus non-structural protein NS4a
NC_009826.1_orf:0_1	8d64625874db94d5bbd45169e8802dda	3028	Pfam	PF01539	Hepatitis C virus envelope glycoprotein E1	209	396	8.5E-90	T	09-04-2018	IPR002519	Hepatitis C virus envelope glycoprotein E1
NC_009826.1_orf:0_1	8d64625874db94d5bbd45169e8802dda	3028	Pfam	PF01542	Hepatitis C virus core protein	130	204	4.1E-40	T	09-04-2018	IPR002521	Hepatitis C virus core protein, C-terminal
NC_009826.1_orf:0_1	8d64625874db94d5bbd45169e8802dda	3028	Pfam	PF08300	Hepatitis C virus non-structural 5a zinc finger domain	2021	2082	1.8E-30	T	09-04-2018	IPR013192	NS5A domain 1a
NC_009826.1_orf:0_1	8d64625874db94d5bbd45169e8802dda	3028	Pfam	PF00998	Viral RNA dependent RNA polymerase	2440	2950	1.2E-164	T	09-04-2018	IPR002166	RNA dependent RNA polymerase, hepatitis C virus
NC_009826.1_orf:0_1	8d64625874db94d5bbd45169e8802dda	3028	Pfam	PF01538	Hepatitis C virus non-structural protein NS2	826	1020	2.3E-83	T	09-04-2018	IPR002518	Hepatitis C virus non-structural protein NS2
NC_009826.1_orf:0_1	8d64625874db94d5bbd45169e8802dda	3028	Pfam	PF08301	Hepatitis C virus non-structural 5a domain 1b	2083	2183	6.1E-45	T	09-04-2018	IPR013193	Hepatitis C virus non-structural 5a, 1B domain
NC_001608.3_orf:0_2	81aa64fade9683a4e924cb9e3b58e975	689	Pfam	PF01611	Filovirus glycoprotein	9	383	1.4E-233	T	09-04-2018	IPR002561	Filoviruses glycoprotein, extracellular domain
NC_020471.1_orf:1_1	2cd68110a70931f5db9cf9d83b6a052f	661	Pfam	PF03251	Tymovirus 45/70Kd protein	52	428	7.4E-23	T	09-04-2018	IPR004935	Tymovirus 45/70kDa protein
NC_004004.1_orf:2_3	40f4d5658b04d5f32f1fba3b4c363c88	2356	Pfam	PF08935	Viral protein VP4 subunit	236	319	8.3E-45	T	09-04-2018	IPR015031	Capsid protein VP4, Picornavirus
NC_004004.1_orf:2_3	40f4d5658b04d5f32f1fba3b4c363c88	2356	Pfam	PF05408	Foot-and-mouth virus L-proteinase	35	235	1.4E-144	T	09-04-2018	IPR008739	Peptidase C28, foot-and-mouth virus L-proteinase
NC_004004.1_orf:2_3	40f4d5658b04d5f32f1fba3b4c363c88	2356	Pfam	PF00910	RNA helicase	1247	1349	2.3E-31	T	09-04-2018	IPR000605	Helicase, superfamily 3, single-stranded DNA/RNA virus
NC_004004.1_orf:2_3	40f4d5658b04d5f32f1fba3b4c363c88	2356	Pfam	PF00073	picornavirus capsid protein	571	724	5.6E-29	T	09-04-2018	IPR001676	Picornavirus capsid
NC_004004.1_orf:2_3	40f4d5658b04d5f32f1fba3b4c363c88	2356	Pfam	PF00073	picornavirus capsid protein	345	508	1.7E-40	T	09-04-2018	IPR001676	Picornavirus capsid
NC_004004.1_orf:2_3	40f4d5658b04d5f32f1fba3b4c363c88	2356	Pfam	PF00073	picornavirus capsid protein	756	892	2.8E-14	T	09-04-2018	IPR001676	Picornavirus capsid
NC_004004.1_orf:2_3	40f4d5658b04d5f32f1fba3b4c363c88	2356	Pfam	PF00548	3C cysteine protease (picornain 3C)	1676	1860	7.0E-62	T	09-04-2018	IPR000199	Peptidase C3A/C3B, picornaviral
NC_004004.1_orf:2_3	40f4d5658b04d5f32f1fba3b4c363c88	2356	Pfam	PF00680	RNA dependent RNA polymerase	1899	2344	3.9E-136	T	09-04-2018	IPR001205	RNA-directed RNA polymerase,  C-terminal domain
NC_002728.1_orf:2_6	0fc9298adfa56e6e88d1f769e87ed1d9	606	Pfam	PF00423	Haemagglutinin-neuraminidase	54	605	1.4E-178	T	09-04-2018	IPR000665	Haemagglutinin/haemagglutinin-neuraminidase, paramyxovirus
